epoch,train_loss,val_loss
1,0.02718616040147026,0.007742231282463763
2,0.007429687685544195,0.0055397343094227836
3,0.0058853026466749725,0.005194890600250801
4,0.004885447881861182,0.004584794245602097
5,0.0046634182526759105,0.00441010775466566
6,0.00458405080371449,0.004064601827849401
7,0.004125493462197483,0.003835136245470494
8,0.0041315356002087356,0.003843539107037941
9,0.003939604508559569,0.004302153189200908
10,0.0037995378024788806,0.003790970687987283
